review,result
"Suasananya nyaman dan rindang. Saya sarankan untuk datang pagi dan melihat sunrise di tempat ini. Jangan lupa bawa jaket karena udara di tempat ini cenderung dingin pada pagi hari. Tempatnya cukup berundak- undak jadi siapkan stamina sebelum mengexplore tempat ini. Oh ya di dalam juga terdapat kedai- kedai kecil yang menjual makanan, minuman hingga camilan.",positive
Hutan yang sejuk.. view sunset nya jg keren.,positive
Pemandanannya bagus&suasananya sejuk,positive
"Tempat wisata hutan yang indah, sejuk dan nyaman",positive
Hawanya adem banget disana. Sejuk banyak deh. Lokasinya juga Instagramable. Banyak spot fotonya. Keren deh,positive
Tempatnya dingin bikin hati adem,positive
"Banyak spot fotonya. Tempat sejuk,asri,adem.",positive
"Sejuk,fenomenal,murah,indag,mantaaaaab.",positive
"Sejuk sekali disini.. Banyak tempat untuk spot foto.. Tahun lalu kesini ada hammock bertingkat2, tp tahun ini ga ada.. Mungkin karna udah kesorean kesininya... Nah untuk foto ditelapak tangan kita harus bayar Rp. 2.000,- dan itu antrinya panjang Shay jadi harus gantian fotonya...",positive
"Tempatnya sejuk, pemandangannya mantap",positive
"Alami,sejuk dan menyehatkan",positive
Tempat y sejuk nyaman sekali buat kita yg butuh ketenangan,positive
Sejuk banget sih,positive
"""Terletak di bukit daerah Gunung Kidul, tapi sangat dekat dijangkau dari pusat kota Jogjakarta menuju Wonosari.",positive
,positive
"Tempat yang sejuk karena bukit penuh dengan pepohonan Pinus, dilengkapi spot-spot yang sangat kekinian, instragamable, cantik dan sangat menarik.",positive
,positive
"Dari tempat ini, view kota Jogjakarta terhampar luas dan sangat jelas terlihat, cantik sekali pesonanya.",positive
,positive
Didalam lokasi ini juga dilengkapi dengan warung-warung kopi yang tertata dengan rapi dan menawarkan makanan ringan maupun berat.,positive
"Dan yang sangat mengagetkan saya, harga makanan dan minuman di lokasi ini sangat murah seperti bukan di tempat wisata, bayangkan Es Teh Manis cuma seharga Rp.3.000,-.",positive
Mana ada harga segitu di tempat wisata.,negative
,positive
"Top deh, mantab. Agak nyesel sih jika sedang di Jogja tapi melewatkan kesempatan melihat pesona tempat wisata ini.""",positive
"Tempat ini cukup mudah buat dicapai sekitar 30-45 menit dari titik 0 jogja menggunakan motor. Saran saya ketika pergi kesini sore saja, dan take photosnya saat malam. Lampu2 jogja malam hari sangat menawan untuk diabadikan. Jangan lupa bawa kamera yang bagus, karena kamera hp sangat susah untuk menangkap view lampu2 yang bagus ini. Recommended banget buat yg hobi foto, atau sekedar menghilangkan penat dari rutinitas sehari2 karena tempatnya cukup sejuk dan menenangkan...",positive
Suasana menjelang malang..  Ada Sunset nya..  Sejuk..  Bagus pokoknya 😊,positive
"Sejuk,. Teduh, dan banyak spot bagus buat foto",positive
"""Ketika kesini hujan deres",neutral
"Tapi tempatnya sejuk""",positive
Tidak terlalu jauh di bandingkan dengan pinus-pinus lainnya. Tempatnya bersih dan sejuk,positive
"""Sejuk...",positive
"Harus hati2 kalo foto di sebelah barat""",neutral
Tempatnya sejuk pokoknya oke deh,positive
"Tempat asri,sejuk,nyaman,to harus ngantri untuk foto dipinggir jurang",positive
Tempatnya sejuk nyaman..biaua masuk dan patkir murah,positive
"Ternyata perjalanan dari malioboro kurang lebih 1jam pakai sepeda motor. Tempatnya nyaman, dingin, banyak spot foto instagramable, ada juga yang jualanan makanan dan minuman dengan harga terjangkau. Jangan lupa juga untuk menjaga lingkungannya dengan membuang sampah pada tempatnya. Pokoknya hutan pinus pengger ini rekomendasi untik dikunjungi.",positive
"Sejuk, indah dan luar biasa",positive
"Tempat wisata berupa hutan pinus yg sejuk, ditambah beberapa spot buatan yg ciamik..  Bagus buat foto2 siang maupun malam hari. Kalau malam hari kita bs melihat generlap kota Yogyakarta dari ketinggian.. Letak hutan pinus ini tak jauh dr patuk Gunungkidul. Jd setelah naek tanjakan Patuk,  ada pos PJR belok ke selatan, mgkn kuranglebih 2 km. Jalan sdh bagus",positive
Tempat yg sejuk dan nyaman,positive
"Tempatnya sejuk, nyaman, suka sekali  sama keindahanya",positive
Sejuk bgt pagi hari...,positive
"Lingkungan bersih, pelayanan ramah, dan tempat yang cocok untuk bersantai juga mengabadikan momen bersama orang terdekat. Udara yang sejuk juga menjadi pilihan yg tepat untuk menghilangkan pikiran yang penat dan suntuk dari rutinitas sehari hari. Kawasan ini tidak buka sampai dengan malam hari, karena tidak cukup terang dan jalan menuju ke sini medannya cukup menanjak dan tidak ada penerangan.",positive
Tempatnya bagus dan dingin juga apalagi kalo malem wajib bawa jaket. Karena tempatnya yang memang penuh dengan pohon pinus. Tapi terbayar dengan keindahanya kalian bisa menikmati kerlap kerlip kota jogja pas waktu malam hari dari sini. Salah saru wisata yang wajib juga dikunjungi kalo kalian ke jogja,positive
"Tempatnya asri,luas, byk tempat poto yg bagus.biaya retribusi masuk murah. Kalo malem hari anginnya lumayan kenceng.. jadinya dingin banget. Kalo siang silir (bhs indonesianya apa ya) 😂. Kalo pas weekend rame bgt.. apalagi kemarin pas lebaran. Antri potone kayak se-RW 😆 krn saking byknya yg pengen poto.",positive
Tempatnya bagus dan sejuk,positive
Tempatnya sangat sejuk dan cocok banget buat healing. Banyak warung dan spot foto bagus.,positive
"Nuansa pegunungan yang sejuk, indah, asri membuat suasana menjadi lebih menyenangkan bila kesini berwisata bersama DAF TRANSPORT Yogyakarta. Segera jadwalkan liburan anda bersama kami, cari kami DAF TRANSPORT Yogyakarta via maps.",positive
Luar biasa indah. Instagramable. Banyak tempat bagus utk foto. Kalau malam lebih bagus. Jangan lupa bawa jaket saat malam hari. Krn udaranya cukup dingin.,positive
Enak sejuk tempatnya,positive
"Murah, sejuk, sepi, buat camping asik tuh",positive
"Tempatnya bersih, adem, sejuk...apa lagi kalau sore. Bagi kalian yg suka hunting foto, tempat ini cocok sekali utk foto-foto...datang aja ke pengger...",positive
Tempat yg nyaman untuk bersantai .cuaca sejuk bisa datang kapan saja biar siang hari gak mungkin kepanasan.biaya masuk paling murah cukup bayar 2rb per orang,positive
Tempat yang bagus utk berfoto dengan udara yg sejuk. Banyak yg jual makanan baik di dalam mapun di luar area. Foto paling bagus saat senja sampai malam dengan background kota Jogya.,positive
"""Photo spot nya bagus. Banyak tempat buang sampah. Rimbun dan sejuk. Toilet bersih. Ada tempat parkir.",positive
,positive
"Nice photospot. There are many trash bins. Shady and clement. Clean toilet. Parking area is provided.""",negative
"Tempat sejuk , jalan extream lewat tanjakan cinomati , saran saya pake kendaraan manual supaya kuat nanjak dan turunan bisa engine break sehingga rem tidak panas dan blong",positive
"Tempatnyaaa luar biasaa indah, dinginnya mntaampun siap2 bawa jaket klo mau kesini, dan jalan menuju ke hutan pinus kurang penerangan jdi hati2 untuk para teman2 cewek yg menuju ke sini",positive
Hutan pinus nya bagus.. suasan nya sejuk cocok refresing,positive
"Akses jalan sudah lumayan bagus walaupun agak menanjak diatas bukit bintang, tempatnya sejuk, banyak spot foto nya, pas dateng siang sudah agak panas dan rame, waktu paling rekomended seperti nya malem karena banyak spot background kota jogja lebih terlihat, kalo misal ga bawa kamera disana ada jasa foto yg lumayan bagus dgn biaya murah per file nya",positive
Sejuk segar udaranya,positive
"Banyak spot foto bagus.. Dari akar dibentuk menyerupai tangan, rumah, dll.. Dan tentunya dengan hutan pinus yg lebat membuat semakin sejuk..",positive
Kalau mau bersantai di jogja tapi maunya ke alam yang sejuk? Hutan pinus solusinya. Jarak tempuh ga terlalu jauh. Mau foto2? Ada banyak spot foto yg disediain pengurusnya yg tentunya instagramable banget.,positive
"Dari sini dapat melihat lampu2 di kota jogja. Udara disini dingin,.jadi gunakan jaket yang tebal. Spot foto lumayan banyak, untuk foto harus antri ya 😁",positive
"Sejuk,tiket murah,jajanan banyak.kalo kesini jangan pas liburan ya,macet cet",positive
"Ekowisata yang di rekomendasikan bagi wisatawan yang ingin merasakan sensasi hutan Pinus luar negeri, dengan hawa dingin khas pegunungan, di padu dengan kebersihan lingkungan yang terjaga, menambah rasa betah berlama-lama berwisata... Ga hanya siang hari, malam hari juga buka lho, dengan spot photo berlatar belakang Kota Jogja....",positive
"Suasana alam yang santai,sejuk,nyaman,tentunya akan menghadirkan warna tersendiri bagi mata yang jenuh akan polusi dan kendaraan di tengah-tengah hiruk-pikuk keramaian kota.Selamat berkunjung...salam wisata",positive
"Hutan pinusnya Jogja nih, tempatnya sejuk banget, buat santai-santai oke. Banyak banget spot foto yang instagramable dan bayar seikhlasnya. Tapi belum puas pas kesana, belum sempet hunting foto yang bagus..",positive
Disini tempatnya sejuk dan asri karena banyak pohon pinus nya. Saya sendiri dari kalimantan baru 2 kali berkunjung ke tempat ini. Salah satu hal yang membuat ku merindukan kota jogja tentunya karena banyak wisata yang bisa dikunjungi.,positive
"""Tempatnya sejuk rindang, tersedia beberapa spot foto bagus.",positive
"Klo tdk terlalu ramai enak buat piknik, ada sewa tempat tidur gantung jg""",positive
"Tempat ini memang menentramkan bagi yg datang berkunjung kesini, suasana hutan Pinus yg sejuk membuat kita menjadi betah untuk berlama lama menikmati semilirnya angin, fasilitas yg cukup lengkap, toilet, musholah, dan warung makan dengan menu yg nikmat, akan selalu terkenang untuk datang, lagi dan lagi.",positive
"Sangat sejuk,hutan pinusnya bagus",positive
"Tempat wisata dengan nuansa sejuk jauh dr perkotaan. Disediakan banyak tempat untuk berfoto ala jaman kekinian, salah satu tempat yg harus dikunjungi saat ke jogja ✨",positive
Tempat yang sejuk and luas. Cuma  post untuk foto harus antri sampai mlm. Karena pas malam hari viewnya lebih Bagus.,positive
Lumayan buat cari udara pegunungan namun kalau siang hari udaranya sumuk tapi kalau menjelang sore sudah mulai sejuk.,positive
"Sejuk,Tenang, Dingin",positive
Suara angin zzzzzzzz ranting ke ranting sejuk. Ijo bgt,positive
"Sejuk untuk menghabiskan waktu, sebaiknya datang pagi hari jadi masih agak sepi. Banyak warung makan jadi ga usah kawatir lapar dan haus. Retribusi termasuk murah",positive
"Pinus pengger merupakan tempat wisata di dusun terong, dlingo, bantul... Banyak yang mengira letaknya di wonosari. Tapi sebenarnya di bantul. Tempat nya sejuk, bersih, yang jualan pun harganya masih wajar... Malah menurut saya murah....",positive
Tempat sejuk dengan spot2 foto yg menarik,positive
tempat yg asik baik pagi sianh sore atau malem buag foto foto bagus udaranya jga gk terlalu dingin mantab lah kembangkan terus,positive
"Sejuk, bagus, dan banyak spot foto menarik",positive
"Tempatnya luas, pelayanannya ramah dan sopan pula, kebersihan sangat baik, cuaca kayaknya selalu dingin, saran aja bawa jaket",positive
"""Hutan pinus sendangsari,,,yg sering disebut Pinus pengger.Obyek wisata yg hampir seminggu sekali q kunjungi.bersama rombongan rombongan biro PANDAWA 80 tour semarang.Udaranya sejuk,jalan gx begitu menanjak,,,,buat lansia pun masih syahdu lho.",positive
"Yuk kepoin,,,,pinus pengger,,,,bersama PANDAWA 80 tour semarang""",positive
"""yah itulah hutan .. asri sejuk dingin",positive
lepas semua lelah .. murah fasilitas oke ..,positive
"buat yg mau berakhir pekan .. spot foto yg istimewa pokoknya ..""",positive
Saya menyukai tempat ini.karena tempat ini sangat sejuk dan adem.cocok buat yg menenangkan diri sejenak sambil ngopi.adem banget pokoknya,positive
"""Seru buat maen sm anak anak.. Enak tempanya.. Apalagi kalo pas musim panas kesananya.. Sejuk.. Reccomended lah pokonya.. Kalo dari jogja gampang jalannya.. Ga begitu meliuk2 kaya kalo ke pantai..",positive
"The best lahh pokonya mah..""",positive
"Amazing view.. apalagi pas kesitu masih pagi, jadi adem dan sejuk banget. Udah gitu masih sepi lagi.. jadi tenaaang..",positive
Sejuk. Nyaman untuk bersantai,positive
Seruu dingin dan Mumer,positive
"Suasana asri, sejuk bgt",positive
"Bagus pemandangannya, sejuk, apa lagi saat malam hari sangat bagus nan indah menikmati kota yogyakarta dari ketinggian",positive
"tempatnya nyaman, sejuk, bersih",positive
Keren banget. Apalagi kalo malam. Ngelihat kota jogja tercinta dari sini memang pas. Jgn lupa bawa jaket dingin banger kalo malam,positive
"""Salah satu objek wisata hutan pinus di dataran tinggi dlingo.",positive
Banyak spot photo yang instagramable.,positive
"Udara sejuk dan angin sepoi-sepoi yang segar.""",positive
"Sejuk , bersih , lokasi yang bisa diakses dengan baik. Sudah disediakan parkir mobil dan ada kuliner serta cinderamata di sekitar lokasi",positive
Suasana yg sangat hangat dan dingin sejuk alam yang indah :) Terus kembangkan pinus pengger menjadi tempat wisata yg palinh berharga,positive
"Bagus banget, mendingan kesini pas malem biar suasananya dapet. Jangan lupa bawa jaket soalnya dingin",positive
Tempatnya sejuk cocok untuk yg sedang ingin menikmati keheningan,positive
Tempatnya sejuk.. mungkin di tambah spot2 lain tambah seruuu deeh,positive
"Tempatnya luas dan sejuk banyak spot foto yang keren, Retribusinya pun cukup murah tidak bikin kantong kering",positive
"Viewnya sangat bagus, apa lg klau di waktu sore, heemmm bagus bnget pemandangannya, dngan udara yg sngat sejuk.",positive
"Tempatnya nyaman, sejuk, bersih dan cantik. Maa Sha Allah.",positive
"Piknik asik kesini aja! Bagus lagi kalau malem viewnya, jangan lupa pake jaket karena dingin banget kalau malem.",positive
tempat rekreasi yg bagus dan sejuk untuk dikunjungi... terlebih lagi klo malam mirip seperti bukit bintang...,positive
"Bagus klo foto pas malam hari, suhunya dingin sekali disini,  viewnya mantaap..",positive
"""sejuk dingin .. vasilitas memadahi ..",positive
"spot menarik utuk menghabiskan akhir pekan .. ato buat foto preweed ..""",positive
Udaranya sejuk bagus dan asri,positive
Sejuk dan HTM nya terjangkau kalangan bawah,positive
"Tempat yg sejuk..asik buat ngadem dicuaca yg so hot...so, bagi kamu yg hobi banget bertualang alam..loe mesti nyobain ini tempat",positive
Bagus dingin bersih sampah ga ada pokonya tertib dan wc nya bersih ramah juga,positive
"Aksesnya mudah kesini, jalan raya tidak terlalu rusak. Banyak spot buat ambil gambar, hutannya sejuk dan bagus!",positive
Sejuk dan pemandangannya bagus banget. Kalau kesini bagusnya siang supay hasil foto maksimal 🎯,positive
Keren...dingin....instragamable,positive
Sejuk.. cukup nyaman.. fasilitas umum cukup memadai... Harga-harga cukup terjangkau...,positive
Dingin pas hujan,negative
Kawasan hutan pinus yang banyak utk berswa foto. Di Kawasan ini juga kita bisa menikmati waktu bersantai dengan udara sejuk.,positive
"Udaranya sejuk,  tempat foto yang bagus karena disini banyak disediakan spot untuk berfoto dengan berbeda",positive
Sejuk....,positive
"Tempatnya bagus. Kalau kesini Malem jangan lupa pakai jaket, dingin banget hehehe",positive
"""udaranya yg sejuk + banyak spot foto jadi salah satu favorit wisata di Jogja..",positive
"Mantab..""",positive
Tempatnya enak sejuk harga murah,positive
Baguuuus klu d liat malam hari ...jangan lupa bawa baju yg hangaat hawanya dingin,positive
sejuk..enak buat nongkrong..mudah terjangkau..bersih.enak datang kesini pagi atau sore harii.bsa liat sunset,positive
Suasana sejuk nya udara membuat sy ingin selalu berkunjung kembali. Kebersihan dan ramah tamah nya khas indonesia,positive
semacam hutan pinus nan dingin,positive
"Tempat indah cocok buat maen pas malem, jangan lupa bawa jaket menurutku agak dingin",positive
"Sangat indah untuk dinikmati. Udaranya sejuk, view sangat indah menikmati kota jogja dari atas pegunungan. transportasinya mudah.",positive
"Udara sejuk , tempat nyaman umtuk bersantai dan bagus banget.... Pemandangannya",positive
"Tempatnya indah, sejuk, luas, dan struktur seninya bervariasi. Sangat direkomendasikan kepada orang yang hobi berfoto-foto.",positive
"Tempatnya sejuk, bagus dan pohon2nya terawat.",positive
"lokasi luas, sejuk,indah..lokasi tidak terlalu banyak tanjakan tinggi dan banyak spot untuk foto.sip",positive
"Buat Hunfot / Photo session bagus , sepi tempat nya FREE WIFI dan Sejuk udaranya",positive
"Pemandangannya bagus, udaranya sejuk",positive
"Suasana yang sejuk di tengah hutan pinus, tempat berfoto dan melihat gemerlap kota jogja dari atas bukit",positive
Bagus. Sejuk . Recommended.,positive
"Sejuk, spot foto ciamik, terjangkau",positive
tempatnya sejuk. viewnya juga bagus. tempatnya coock buat nyantai smaa nenangin pikiran,positive
"tempatnya sejuk dan banyak spot untuk berfoto,HTM juga terbilang muriah meriah",positive
"Tempat nya sejuk, Yg suka bermain di alam boleh di coba bersama keluarga atau kerabat 👍👍",positive
